,m,delta_p,p_hat,p_min,pi,k,l,search_bound,n,i,cls,explicit_bound,implicit_bound
31,2.0,0.32,0.7,0.9,0.21818182,10000.0,3.0,1822.0,123.0,8.0,0.9,4497.23718433955,2146
32,2.0,0.36,0.7,0.9,0.0,10000.0,3.0,46.0,8.0,9.0,0.0,35.53372057089584,36
33,2.0,0.36,0.7,0.9,0.07941177,10000.0,3.0,66.0,11.0,9.0,0.3,72.51780122733517,52
34,2.0,0.36,0.7,0.9,0.15882353,10000.0,3.0,132.0,18.0,9.0,0.6,222.08575603571848,111
35,2.0,0.36,0.7,0.9,0.2382353,10000.0,3.0,1443.0,99.0,9.0,0.9,3553.3736363665894,1696
36,2.0,0.4,0.7,0.9,0.0,10000.0,3.0,37.0,6.0,10.0,0.0,28.782313662425626,29
37,2.0,0.4,0.7,0.9,0.08571429,10000.0,3.0,54.0,9.0,10.0,0.3,58.739418155006895,43
38,2.0,0.4,0.7,0.9,0.17142858,10000.0,3.0,108.0,15.0,10.0,0.6,179.8894873735822,90
39,2.0,0.4,0.7,0.9,0.25714287,10000.0,3.0,1171.0,80.0,10.0,0.9,2878.233956652543,1374
40,2.0,0.44,0.7,0.9,0.0,10000.0,3.0,31.0,5.0,11.0,0.0,23.787036084649284,24
41,2.0,0.44,0.7,0.9,0.09166667,10000.0,3.0,45.0,7.0,11.0,0.3,48.54497311441511,35
42,2.0,0.44,0.7,0.9,0.18333334,10000.0,3.0,91.0,12.0,11.0,0.6,148.66899174749307,75
43,2.0,0.44,0.7,0.9,0.275,10000.0,3.0,970.0,66.0,11.0,0.9,2378.70360846493,1135
44,2.0,0.48,0.7,0.9,0.0,10000.0,3.0,26.0,4.0,12.0,0.0,19.987717821128907,20
45,2.0,0.48,0.7,0.9,0.097297296,10000.0,3.0,38.0,6.0,12.0,0.3,40.79126039326092,30
46,2.0,0.48,0.7,0.9,0.19459459,10000.0,3.0,77.0,11.0,12.0,0.6,124.92322753332697,64
47,2.0,0.48,0.7,0.9,0.2918919,10000.0,3.0,816.0,59.0,12.0,0.9,1998.7727814991572,954
48,2.0,0.52,0.7,0.9,0.0,10000.0,3.0,22.0,4.0,13.0,0.0,17.030954829837647,18
49,2.0,0.52,0.7,0.9,0.10263158,10000.0,3.0,33.0,5.0,13.0,0.3,34.75705097869455,26
50,2.0,0.52,0.7,0.9,0.20526315,10000.0,3.0,66.0,9.0,13.0,0.6,106.44345540454779,55
51,2.0,0.52,0.7,0.9,0.30789474,10000.0,3.0,697.0,51.0,13.0,0.9,1703.0957974014373,813
52,2.0,0.56,0.7,0.9,0.0,10000.0,3.0,19.0,3.0,14.0,0.0,14.68485390940083,15
53,2.0,0.56,0.7,0.9,0.10769231,10000.0,3.0,28.0,5.0,14.0,0.3,29.969090161474774,23
54,2.0,0.56,0.7,0.9,0.21538462,10000.0,3.0,58.0,8.0,14.0,0.6,91.78034283391999,47
55,2.0,0.56,0.7,0.9,0.32307693,10000.0,3.0,602.0,46.0,14.0,0.9,1468.4859573560382,701
56,2.0,0.6,0.7,0.9,0.0,10000.0,3.0,17.0,3.0,15.0,0.0,12.792139405522502,13
57,2.0,0.6,0.7,0.9,0.1125,10000.0,3.0,25.0,4.0,15.0,0.3,26.106406950045926,20
58,2.0,0.6,0.7,0.9,0.225,10000.0,3.0,51.0,7.0,15.0,0.6,79.95087128451566,42
59,2.0,0.6,0.7,0.9,0.3375,10000.0,3.0,526.0,40.0,15.0,0.9,1279.2139405522528,611
60,2.0,0.64,0.7,0.9,0.0,10000.0,3.0,15.0,2.0,16.0,0.0,11.243091274385012,12
61,2.0,0.64,0.7,0.9,0.11707317,10000.0,3.0,22.0,3.0,16.0,0.3,22.945084110518703,18
62,2.0,0.64,0.7,0.9,0.23414634,10000.0,3.0,45.0,6.0,16.0,0.6,70.26931914735658,37
63,2.0,0.64,0.7,0.9,0.3512195,10000.0,3.0,463.0,35.0,16.0,0.9,1124.308424745626,537
64,2.0,0.68,0.7,0.9,0.0,10000.0,3.0,13.0,2.0,17.0,0.0,9.9592780838843,10
65,2.0,0.68,0.7,0.9,0.12142857,10000.0,3.0,20.0,3.0,17.0,0.3,20.325057109091034,16
66,2.0,0.68,0.7,0.9,0.24285714,10000.0,3.0,40.0,6.0,17.0,0.6,62.24548582737737,33
67,2.0,0.68,0.7,0.9,0.3642857,10000.0,3.0,411.0,33.0,17.0,0.9,995.9271053809344,476
68,2.0,0.72,0.7,0.9,0.0,10000.0,3.0,12.0,1.0,18.0,0.0,8.88343014272396,9
69,2.0,0.72,0.7,0.9,0.1255814,10000.0,3.0,18.0,3.0,18.0,0.3,18.12944984640331,14
70,2.0,0.72,0.7,0.9,0.2511628,10000.0,3.0,36.0,5.0,18.0,0.6,55.521444561074,30
71,2.0,0.72,0.7,0.9,0.37674418,10000.0,3.0,368.0,31.0,18.0,0.9,888.3427576400244,424
72,2.0,0.76,0.7,0.9,0.0,10000.0,3.0,10.0,1.0,19.0,0.0,7.97294007269408,8
73,2.0,0.76,0.7,0.9,0.12954545,10000.0,3.0,16.0,2.0,19.0,0.3,16.271305781441658,13
74,2.0,0.76,0.7,0.9,0.2590909,10000.0,3.0,33.0,4.0,19.0,0.6,49.83087020898313,27
75,2.0,0.76,0.7,0.9,0.38863635,10000.0,3.0,331.0,28.0,19.0,0.9,797.2935037155379,381
76,2.0,0.8,0.7,0.9,0.0,10000.0,3.0,9.0,1.0,20.0,0.0,7.195578415606406,8
77,2.0,0.8,0.7,0.9,0.13333334,10000.0,3.0,14.0,2.0,20.0,0.3,14.68485453875173,12
78,2.0,0.8,0.7,0.9,0.26666668,10000.0,3.0,30.0,4.0,20.0,0.6,44.97237184339553,24
79,2.0,0.8,0.7,0.9,0.4,10000.0,3.0,299.0,25.0,20.0,0.9,719.5578415606415,344
80,2.0,0.84,0.7,0.9,0.0,10000.0,3.0,8.0,1.0,21.0,0.0,6.5266017375114815,7
81,2.0,0.84,0.7,0.9,0.13695653,10000.0,3.0,13.0,2.0,21.0,0.3,13.319596071308657,11
82,2.0,0.84,0.7,0.9,0.27391306,10000.0,3.0,27.0,4.0,21.0,0.6,40.79126824072351,22
83,2.0,0.84,0.7,0.9,0.41086957,10000.0,3.0,272.0,23.0,21.0,0.9,652.6603104990161,312
84,2.0,0.88,0.7,0.9,0.0,10000.0,3.0,8.0,1.0,22.0,0.0,5.946759021162321,6
85,2.0,0.88,0.7,0.9,0.14042553,10000.0,3.0,12.0,1.0,22.0,0.3,12.13624275847908,10
86,2.0,0.88,0.7,0.9,0.28085107,10000.0,3.0,25.0,3.0,22.0,0.6,37.16724633192387,20
87,2.0,0.88,0.7,0.9,0.4212766,10000.0,3.0,248.0,21.0,22.0,0.9,594.6760102391385,284
88,2.0,0.92,0.7,0.9,0.0,10000.0,3.0,7.0,1.0,23.0,0.0,5.4408910514982285,6
89,2.0,0.92,0.7,0.9,0.14375,10000.0,3.0,11.0,1.0,23.0,0.3,11.103859288771897,9
90,2.0,0.92,0.7,0.9,0.2875,10000.0,3.0,23.0,3.0,23.0,0.6,34.00556907186391,19
91,2.0,0.92,0.7,0.9,0.43125,10000.0,3.0,228.0,20.0,23.0,0.9,544.0891051498232,260
92,2.0,0.96,0.7,0.9,0.0,10000.0,3.0,7.0,1.0,24.0,0.0,4.996929455282227,5
93,2.0,0.96,0.7,0.9,0.14693877,10000.0,3.0,10.0,1.0,24.0,0.3,10.197814887074781,8
94,2.0,0.96,0.7,0.9,0.29387754,10000.0,3.0,21.0,3.0,24.0,0.6,31.23080558204819,17
95,2.0,0.96,0.7,0.9,0.4408163,10000.0,3.0,210.0,18.0,24.0,0.9,499.6924041946393,239
96,2.0,1.0,0.7,0.9,0.0,10000.0,3.0,6.0,1.0,25.0,0.0,4.605170185988101,5
97,2.0,1.0,0.7,0.9,0.15,10000.0,3.0,9.0,1.0,25.0,0.3,9.398306502016535,8
98,2.0,1.0,0.7,0.9,0.3,10000.0,3.0,20.0,2.0,25.0,0.6,28.782313662425633,16
99,2.0,1.0,0.7,0.9,0.45,10000.0,3.0,194.0,18.0,25.0,0.9,460.5170185988097,220
