,m,delta_p,p_hat,p_min,pi,k,l,search_bound,n,i,cls,explicit_bound,implicit_bound
89,2.0,0.92,0.3,0.9,0.14375,10000.0,3.0,13.0,2.0,23.0,0.3,11.103859288771897,11
90,2.0,0.92,0.3,0.9,0.2875,10000.0,3.0,35.0,6.0,23.0,0.6,34.00556907186391,29
91,2.0,0.92,0.3,0.9,0.43125,10000.0,3.0,502.0,77.0,23.0,0.9,544.0891051498232,460
92,2.0,0.96,0.3,0.9,0.0,10000.0,3.0,7.0,1.0,24.0,0.0,4.996929455282227,5
93,2.0,0.96,0.3,0.9,0.14693877,10000.0,3.0,12.0,2.0,24.0,0.3,10.197814887074781,10
94,2.0,0.96,0.3,0.9,0.29387754,10000.0,3.0,32.0,5.0,24.0,0.6,31.23080558204819,27
95,2.0,0.96,0.3,0.9,0.4408163,10000.0,3.0,461.0,71.0,24.0,0.9,499.6924041946393,423
96,2.0,1.0,0.3,0.9,0.0,10000.0,3.0,6.0,1.0,25.0,0.0,4.605170185988101,5
97,2.0,1.0,0.3,0.9,0.15,10000.0,3.0,11.0,1.0,25.0,0.3,9.398306502016535,9
98,2.0,1.0,0.3,0.9,0.3,10000.0,3.0,30.0,5.0,25.0,0.6,28.782313662425633,25
99,2.0,1.0,0.3,0.9,0.45,10000.0,3.0,425.0,66.0,25.0,0.9,460.5170185988097,390
